s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
3942,639893;4609,470215;3427,649902;NaN;3398,169922;3560,76001;4066,909912;9795,860352;2656,73999;3642,209961;12433,09961;3966,26001;3573,060059;2251,26001;3282,879883;2513,429932;2939,379883;2811,540039;4100,879883;5063,77002;2546,830078;2559,159912;3310,370117;3120,090088;2655,620117;6923,240234;3310,939941;9022,040039;3367,959961;4098,700195;2670,98999;2519,189941;2721,820068;2803,02002;2430,290039;3108,100098;3596,330078;4996,509766;23652,40039;4140,890137;3490,120117;2686,22998;2584,47998;3822,149902;2523,040039;3311,159912;5827,879883;5224,069824;2288,300049;NaN;2074,22998;2995,26001;3573,070068;3504,47998;2756,159912;2714,51001;2023,660034;5236,649902;3481,590088;2996,01001;5715,720215;5248,240234;3744,209961;3088,780029;3529,419922;2544,120117;4191,220215;4381,330078;2756,280029;3635,530029;3932,52002;2888,139893;4245,419922;3237,590088;5710,529785;5421,029785;3163,669922;3004,290039;3863,98999;3048,75;3980,449951;3750,340088;3899,850098;4747,27002;1971,910034;2709,580078;2983,540039;3405,840088;2479,850098;2347,449951;6897,009766;5032,290039;P62269;RPS18
10005,90039;13579;12455,90039;NaN;7421,720215;11018,7998;15384,2998;32145,80078;6574,870117;11676,09961;12818;13928,59961;9167,540039;12328,2002;15558,09961;21878,5;8697,370117;11894,7002;8526,780273;11791,5;9985,379883;19670,19922;8160,700195;12843,90039;10979,2002;26549;10445,59961;16759,09961;9965,320313;14583,2998;8351,469727;13164,2002;8468,639648;16831,09961;8919,5;13625;9290,240234;24792,09961;35988,5;19233;11968,2998;16186,7002;11661,2998;20740,80078;8682,549805;18572,09961;12671,5;13601,5;7669,990234;16063,2002;12022,59961;13756,5;10977,7002;19819,40039;14169,2998;16367,7998;9218,429688;18163,40039;14295,40039;23248,69922;11755,7002;16070,7002;13376,2998;13748,09961;11813,2998;20366,19922;18000;15822,2998;7346,290039;18002,09961;9807,049805;17132,90039;NaN;14227,09961;17087,80078;23179,09961;11947,2998;19650;23040,30078;26829,5;17562,5;22036,90039;17603,09961;24587;7551,700195;12065,09961;13229,2002;16749;10755,09961;16114,7002;23184,90039;26440,40039;P39019;RPS19
5054,259766;3260,040039;2829,100098;361280;5975,189941;3965,899902;2951,01001;10549;3344,280029;3552,530029;9667,490234;3009,530029;4273,330078;2909,449951;2750,530029;2960,25;3341,379883;NaN;4947,549805;4196,529785;4614,02002;3373,929932;3668,399902;2794,47998;4151,120117;3351,25;3223,090088;4886,549805;3613,639893;3647,320068;3534,030029;2660,219971;3276,580078;3676,629883;3598,939941;2622,25;3815,280029;5242,200195;6860,939941;3804,600098;3120,77002;3775,959961;3339,129883;4448,509766;4071,790039;4032,23999;5121,120117;4028,25;3416,75;NaN;2630,209961;4334,049805;4482,52002;4275,52002;4103,790039;3977,909912;3734,939941;3767,550049;3052,5;3123,810059;3244,459961;5313,040039;3870,52002;2250,129883;3225,310059;3753,919922;3849,429932;4609,569824;3251,399902;4093,530029;4179,709961;4924,470215;2735,23999;3806,01001;3606,649902;3567,139893;3828,949951;3470,580078;3637,469971;4201,379883;3221,73999;5080,310059;2750,280029;3972,899902;2963,51001;3303,429932;3305,110107;4137,669922;3354,22998;3883,159912;5923,720215;6117,839844;P15880;RPS2
5113,149902;6008,930176;7327,660156;NaN;4943,009766;3679,350098;5982,299805;13318;5108,27002;3958,75;16287;5925,950195;5631,5;4730,350098;6547,189941;4927,740234;5651,779785;4673,240234;6729,72998;6766,939941;3317,179932;4209,049805;4666,22998;5727,890137;6228,709961;6428,140137;6237,560059;7665,620117;7882,430176;6859,220215;6042,200195;5901,370117;5467,879883;6525,299805;4427,419922;5708,069824;4656,319824;6557,689941;9197,209961;6301,660156;7276,720215;5867,25;7512,660156;7493,22998;4585,52002;5329,100098;6460,100098;7423,109863;4922,569824;6621,02002;5923,120117;6474,370117;8928,679688;11186;7717,109863;8027,430176;5113,569824;6411,149902;6556,080078;8246,950195;9008,740234;7875,330078;9011,299805;7893,180176;5902,959961;7970,790039;7933,100098;10675,09961;5290,859863;7643,27002;6295,759766;7954;7422,600098;7308,330078;7445,129883;9789,759766;7769,430176;9540,790039;11072,2002;10478,2998;6930;10544;9469,700195;12947,5;5823,149902;8535,139648;7204,97998;7895,890137;6153,790039;7169,259766;9242,639648;11484,09961;P60866;RPS20
11194,90039;13522,40039;15202,90039;NaN;9681,639648;13132,5;17490,69922;23895,09961;12095,7998;12619,2998;20484;12186,5;13916,90039;15876,09961;13327,7002;13450,40039;10387;15273,5;19437;18567,30078;15347,5;13031;12866,7002;15433,2998;12613,09961;26258,19922;16374,7002;17929,59961;14365,7998;12623;16735,90039;12989,7998;12735,90039;16605,90039;16229,7998;11708,7002;12325,90039;23600,09961;46664,60156;16261,2002;15231,7998;10107,2002;13964,7002;15248;16269,40039;12943,2998;19744,59961;11557,40039;13434,59961;12676,40039;13491,7998;12770,2002;13857,09961;12991;15636,5;13836,09961;14881,5;13638,90039;14606;12460,59961;16093;16250,59961;17337,90039;15177,90039;14652,59961;10344,7002;14978,90039;13461,09961;15712,40039;14546,2998;11953,90039;14393;17480,19922;19089,40039;19895,5;14684,90039;11869,59961;12262,5;15423,7002;16669;15311,7998;17650,90039;13278,59961;13718;14655,7002;15005,40039;13176,2002;16355,2002;12782;10524,59961;15882;15013,2998;P63220;RPS21
2125,159912;2359,090088;925,1229858;NaN;NaN;2337,810059;1447,800049;1516,390015;1833,530029;1802,050049;2284,360107;1668,119995;1030,410034;2597,75;1121,390015;1409,939941;1826,170044;2418,689941;1905,550049;2659,649902;1612,98999;1281,540039;2546,669922;1367,329956;1660,400024;NaN;1986,319946;3443,959961;2045,23999;1840,910034;1536,420044;1603,52002;1424,969971;1253,599976;1942,599976;689,6049805;1534,26001;1385,400024;1394,420044;1676,660034;1489,5;1334,01001;1670,869995;1298,069946;2308,48999;897,9400024;2583,610107;1643,800049;848,2470093;1316,829956;872,177002;431,1000061;418,821991;NaN;799,382019;NaN;601,585022;1160,73999;921,2150269;569,3610229;540,2750244;NaN;701,3049927;924,4390259;1374,930054;1057,369995;1190,890015;NaN;1769,180054;945,7290039;1154,050049;886,7689819;1340,670044;1218,910034;1961,609985;1996,439941;702,9400024;629,3060303;1142,439941;1124,060059;1628,040039;NaN;913,1740112;1060,380005;895,1030273;935,5150146;854,6229858;1181,829956;993,3909912;746,4550171;1856,550049;485,8869934;P62266;RPS23
4400,919922;2510,169922;2245,570068;490933;NaN;1138,949951;2597,820068;4057,02002;2643,439941;2132,540039;6667,009766;2061,01001;1855,130005;NaN;1604,530029;NaN;2320,120117;2732,639893;3292,459961;2966,77002;1202,349976;2176,47998;1902,939941;1921,01001;2821,449951;1535,949951;2412,050049;4307,620117;2325,110107;2367,350098;1923,949951;1220,410034;NaN;1693,800049;1927,369995;1474,23999;1817,530029;2297,379883;2970,600098;1347,829956;1299,030029;2102,52002;1728,640015;1439,76001;2100,639893;1927,319946;1672,170044;1983,689941;1867,180054;NaN;1323,98999;NaN;1339,890015;1825,319946;1652,209961;1306,189941;NaN;1336,380005;NaN;NaN;1189,51001;NaN;1260,119995;1118,699951;1869,930054;1234,660034;1922,300049;1652,560059;1427,140015;993,223999;2446,159912;NaN;2447,560059;1356,160034;1235,72998;1428;1832,339966;872,197998;1657,930054;1930,97998;1346,550049;NaN;1201,26001;NaN;1468,540039;1877,089966;NaN;959,8989868;907,1099854;1566,890015;2037,140015;1730,52002;P62847;RPS24
7742,720215;9017,080078;10614;NaN;3633,76001;6642,189941;8958,110352;37251,19922;9480,290039;11420,09961;28870,80078;13567,2002;9633,129883;6238,830078;10118,2002;4683,060059;8938,400391;8728,320313;14054;12063,2998;5554,240234;7129,629883;8805,25;7077,819824;6915;9405,969727;8308,780273;11279,40039;8670,230469;6651,819824;6959,310059;6023,109863;6315,169922;5435,75;5638,540039;5346,040039;6258,009766;8113,490234;14499;9912,080078;8561,910156;7371,509766;7753,439941;6348,640137;6488,319824;7410,259766;9530,179688;8848,759766;6610,839844;5036,25;5231,649902;7404,149902;7392,930176;11595,09961;8774,269531;9094,80957;5031,189941;11802,7002;4711,390137;7894,109863;7920,100098;9239,870117;7362,450195;7080,529785;7490,720215;4628,279785;6760,189941;8982,530273;7812,040039;7746,609863;9558,179688;11460,2998;9367,629883;7115,410156;9832,049805;7944,419922;7674,509766;5265,899902;9147,469727;7525,75;8820,830078;7821,939941;7022,850098;5398,27002;5170,450195;5390,72998;6450,660156;6304,540039;4731,899902;4695,299805;12077,09961;8059,040039;P62851;RPS25
NaN;NaN;4419,609863;NaN;5023,109863;3812,169922;4688,870117;19590;3977,280029;4141,689941;13617,2002;4129,089844;5744,25;2698,01001;5925,379883;3262,280029;3461,179932;3676,169922;5315,97998;4537,299805;2426,969971;NaN;4116,799805;3254,419922;4893,209961;3931,879883;4537,959961;2781,23999;4356,200195;5369,149902;4463,240234;2058,330078;4368,939941;4078,590088;3607,97998;4669,859863;3387,379883;4922,620117;4840,359863;2957,47998;4694,290039;5062,339844;5246,959961;6156,689941;5445,919922;3308,189941;4431,52002;4932,060059;5888,129883;1754,310059;4203,72998;3817,610107;3694,360107;6764,930176;4327,209961;4931,5;5214,450195;3980,540039;3948,419922;4426,049805;5575,359863;4979,540039;6517,919922;3285,080078;3958,050049;3165,409912;4797,209961;17620,40039;3681,969971;4984,549805;6067,850098;5918,049805;5876,890137;4221,740234;3734,689941;3211,889893;5036,879883;3271,719971;5694;2229,040039;5297,169922;4944,970215;5211,75;5093,430176;6495,819824;3744,889893;4149,970215;3997,330078;5058,359863;3460,909912;5092,120117;3490,689941;P42677;RPS27
124649;79788,60156;96033,29688;304085;40231,5;107173;92885,60156;133394;73728,5;77304,70313;140751;76731,10156;87161,39844;70955,20313;86582,79688;65049,30078;93578,10156;97320;117613;135125;117718;82371,29688;100290;85184,60156;95050,10156;76853,39844;105631;92197,10156;98689,79688;83681,60156;90695;78988;80517,20313;83499,20313;79073,29688;76581,39844;79298,5;74103,89844;93431,79688;69881,10156;73536,20313;77973,60156;92437,5;82125,20313;81429,20313;89611,70313;101046;138515;101444;76716,5;86113,39844;63554,30078;75933,29688;59869,19922;81358,70313;46723,39844;68950,5;72167;79304,5;72440,79688;70210,79688;53279,80078;92840,60156;69231,10156;79699,10156;72879,5;92427,20313;102673;92299,89844;83726,70313;92744,39844;56059,30078;101596;77560,5;99017,29688;84871,60156;56773,60156;61663,19922;65160,5;61993,10156;107011;61087,10156;73593,70313;76777,5;84258,10156;74653,10156;69994,89844;76424;59669,10156;61341,60156;97404,5;49770,69922;P62979;RPS27A
2832,929932;2648,889893;4550,919922;NaN;NaN;2811,280029;3134,110107;8351,450195;3159,159912;3295;6531,080078;3109,340088;3618,26001;2153,540039;3251,25;2822,290039;3035,590088;2498,840088;4272,609863;4469,640137;1750,290039;2723,340088;2620,949951;3158,889893;3334,199951;3833,310059;3751,679932;2934,219971;2242,689941;2672,580078;2809,01001;2436,360107;2242,800049;3909,570068;2842,409912;2414,290039;2739,790039;2142,149902;3630,5;2862,090088;2130,070068;2364,48999;2181,560059;2643,929932;2599,26001;3681,139893;3644,77002;4094,129883;2636,469971;2615,48999;1881,189941;1397,77002;2794,47998;3153,189941;2881,199951;1972,869995;2139,23999;2192,719971;2886,040039;2586,149902;4143,049805;2479,23999;3225,77002;1799,640015;1971,849976;2184,360107;2454,219971;4937,149902;4238,580078;1904,859985;2654,320068;2828,320068;2647,169922;NaN;3724,449951;2799,719971;2099,580078;2857,429932;3338,540039;2394,590088;2512,709961;2657,790039;2423,399902;2657,169922;2411,719971;3436,379883;2447,810059;1919,560059;3024,600098;NaN;4429,810059;3120,23999;Q71UM5;RPS27L
6164,47998;11115;10095,2998;NaN;15603,7998;6907,089844;8881,410156;14525,09961;4445,02002;7671,660156;8270,19043;4589,009766;9832,740234;11673,7002;8419,259766;9981,200195;3797,419922;8038,870117;9114,360352;6896,029785;6499,529785;5727,220215;5045,97998;7860,709961;7289,890137;10806,90039;11108,7998;8506,660156;8453,290039;6069,890137;9514,780273;4494,029785;5827,560059;7876,600098;6031,810059;9508,870117;8268,830078;16536,30078;19448,90039;10253,7002;11374,7002;10411,59961;14345,90039;11518,09961;16548,30078;9794,629883;8163,459961;10130,09961;11805,09961;7203;13423,59961;13394,59961;17406,30078;17233,30078;12840,59961;18060,5;21068,69922;18250,80078;9703,25;13158,59961;17128,90039;20030;18393,80078;26436,80078;15693,09961;16921,90039;15013,2998;11289,7002;18441;15212,5;15025,7998;20554,30078;13480,7002;7210,279785;17962,5;20277,19922;19818,59961;16405,5;30705,59961;21615,59961;12679,09961;17452,40039;13308,59961;18273,59961;11507,2002;14146;17019,09961;18293,40039;18448,59961;12125,7002;19658,40039;17995;P62857;RPS28
3923,409912;2918,600098;2898,610107;NaN;4828,779785;4315,390137;2256;5215,720215;2516,22998;3750,669922;3995,949951;2960,070068;2267,919922;3239,73999;3082,030029;3239,47998;2064,100098;2170,909912;3225,23999;2582,389893;3134,22998;2947,169922;2983,919922;2971,780029;2691,050049;2339,530029;3455,72998;4517,970215;3167,800049;2197;4039,800049;2902,780029;3123,5;3569,580078;2616,320068;2927,679932;2062;2357,659912;2591,120117;3668,929932;2058,179932;2583,73999;3778,100098;3785,52002;2805,060059;3959,76001;3830,149902;3330,649902;2589,73999;1552,920044;1735,839966;2758,110107;2200,209961;3617,820068;2517,620117;3157,050049;3113,659912;3490,25;3252,090088;3046,959961;3201,070068;2875,639893;3392,189941;3171,959961;2837,340088;3884,850098;3781,600098;4200,52002;3101,060059;3129,419922;2972,449951;4103,339844;3837,350098;1917,75;3218,5;3787,889893;3246,149902;2933,110107;3785,209961;3115,810059;4138,27002;3722,129883;3127;3808,830078;2923,879883;3215,840088;2911,689941;3526,129883;3775,810059;3728,76001;5088,970215;4433,839844;P23396;RPS3
3852,969971;3191,48999;5782,740234;NaN;1921,550049;3706,310059;5055,709961;18584,5;5414,97998;3176,560059;12395,7998;4398,029785;7178,419922;1460,530029;3863,050049;2594,409912;3936,280029;2316,629883;4374,640137;4708,399902;1307,560059;3520,72998;3917,300049;3426,23999;3881,929932;2931,550049;2988,040039;4365,529785;5684,779785;3384,469971;6490,910156;3616,100098;3831,840088;4796,5;3718,090088;3319,290039;2330,389893;3776,439941;8830,679688;5170,330078;6397,640137;3722,790039;5655,339844;4903,069824;3336,919922;4587,629883;4069,790039;4494,830078;4734,160156;912,4760132;3583,48999;3461,149902;5359,240234;6801,830078;4898,919922;6436,209961;3250,050049;3426,169922;2802,459961;3154,649902;7789,350098;5331,759766;4437,160156;4515,790039;3896,22998;2859,780029;4939,640137;7676,620117;3093,659912;4585,529785;7031,649902;4404,149902;3950,580078;3478,110107;3934,179932;5040,75;5843,390137;3486,199951;5641,180176;5472,870117;3477,800049;5392,560059;3895,639893;4196,410156;3517,469971;4411,620117;3087,620117;2996,209961;4253,890137;3232,73999;4677,919922;6437,27002;P61247;RPS3A
12751,7002;3910,169922;7964,910156;NaN;3641,290039;9316,570313;9590,269531;28718,59961;11307,90039;5716,350098;30377,69922;9105,790039;10307,09961;2435,100098;6995,759766;4290,080078;10456,09961;5444,540039;10646,2998;8981,379883;7668,040039;4890,620117;7848,379883;3410,870117;8340,820313;3169,98999;8488,929688;6950,279785;7377,939941;6931,950195;7567,040039;3913,149902;8030,759766;4098,830078;9873,379883;2173,47998;7877,97998;4295,720215;13863,2998;4089,909912;11477,2998;5796,540039;9895,969727;7050,779785;9445,280273;3628,959961;12072,09961;7826,779785;9932,19043;6872,5;6191,689941;4610,75;11018,59961;8504,509766;10869,09961;5988,069824;11095,5;5080,580078;11240,2998;3809,050049;12465,7002;7747,990234;12426,09961;3351,280029;8856,480469;4122,77002;11800,2998;11332,09961;7831,529785;7805,669922;12238,2002;6399,779785;9741,299805;6604,830078;10713,59961;7268,129883;5618,620117;3605,590088;10309,7002;7948,029785;10381,7998;4922,720215;12289,7998;6452,290039;5019,629883;5653,959961;8498,330078;7672,160156;5461,459961;3410,139893;9496,969727;9025,830078;P62701;RPS4X
1482,599976;1333,719971;959,2810059;NaN;1051,119995;946,4210205;1174,660034;3413,280029;962,5239868;NaN;2475,189941;511,3970032;642,0969849;NaN;908,3790283;561,276001;1902,76001;1146,329956;1631,599976;1215,439941;734,7739868;726,473999;921,1879883;595,7109985;757,0460205;1483,209961;817,507019;1279,51001;1463,650024;999,3189697;803,0170288;970,6890259;487,8760071;1407,589966;NaN;624,4500122;NaN;1369,959961;3827,439941;1282,619995;1144,109985;859,0180054;729,375;807,8029785;791,1040039;1097,689941;1008,429993;842,1749878;NaN;NaN;492,9020081;948,7290039;938,2089844;1456,050049;608,6959839;1057,910034;755,190979;602,6599731;846,6459961;1203,869995;1607,069946;1175,079956;1222,27002;1482,819946;899,7349854;1116,630005;1242,060059;1595,800049;827,4899902;803,9550171;719,5410156;1277,01001;988,9390259;590,4609985;1172,72998;1718,439941;941,9849854;894,9260254;1161,390015;1357,75;744,2449951;1072,310059;1224,150024;1372,599976;1018,200012;535,8129883;NaN;1368,939941;513,4260254;960,098999;783,8319702;1131,47998;P46782;RPS5
5419,569824;6535,299805;7575,22998;1842290;6379,879883;4198,330078;6341,009766;18217,5;6368,629883;7902,47998;21237,90039;7408,310059;5398,509766;3128,570068;5621,259766;5092;6095,850098;5908,169922;5884,649902;5857,689941;5015,259766;5310,220215;5117,779785;5071,240234;3930,98999;6548,47998;6256,370117;6192,509766;5798,430176;5078,450195;4777,669922;3723,360107;4933,509766;7119,200195;5174,700195;6338,700195;3746,22998;7436,990234;8916,870117;6027,850098;4374,259766;4681,620117;5863,009766;10594,2002;5522,109863;7866,47998;6290,609863;6717,899902;4688,540039;4528,959961;4054,139893;8503,219727;4354,540039;9400,490234;5252,060059;3989,699951;3316,219971;5159,689941;4511,959961;4394,169922;7736,899902;4177,75;4545,529785;5702,109863;4378,109863;5899,439941;5679,27002;10758,90039;5135,100098;5330,580078;7760,509766;5694,97998;5851,339844;6740,149902;5419,200195;7490,379883;2717,969971;5866,859863;4753,870117;5540,160156;6631,220215;4651,899902;4064,459961;5071,669922;4846,240234;5231,490234;4740,310059;5849,490234;7024,399902;5743,359863;6443,5;5434,129883;P62753;RPS6
8121,109863;5993,52002;8926,240234;NaN;7138,689941;10581,2998;10396,2998;9026,299805;7733,839844;9698,370117;10346,2998;8501,379883;7424,509766;8670,700195;7976,990234;8001,220215;7296,600098;9765,019531;7223,75;5320,52002;9462,759766;8019,620117;9140,379883;6896,27002;8283,120117;7851,390137;7502,459961;6567,75;6518,75;8844,120117;8899,05957;6409,879883;9737,709961;10321,7002;8020,049805;7884,470215;7580,669922;6956,310059;7595,410156;7212,47998;8411,349609;9141,55957;10027,2998;9999,700195;8827,070313;11894,40039;9818,240234;10567,09961;9001,700195;10394,2002;7314,839844;10496,09961;5950,279785;8540,610352;6767,450195;10083,7002;8852,049805;9344,429688;8505,990234;10189,2002;6264,140137;7896,069824;7087,47998;8684,55957;8800,379883;10301,90039;8419,820313;9434,519531;8145,640137;8705,530273;7820,109863;9874,259766;9260,429688;9172,019531;8742,009766;7265,580078;7806,189941;8886,780273;5992,040039;10824,2002;8739,959961;10108,90039;7986,799805;9581,459961;8973,75;10219,2998;9505,299805;9721,910156;6754,720215;8618,370117;6389,149902;8137,540039;P51812;RPS6KA3
NaN;NaN;NaN;NaN;1053,23999;725,03302;1104,76001;2507,800049;1439,97998;NaN;1628,660034;991,8469849;NaN;220,5559998;NaN;NaN;531,8029785;NaN;NaN;564,0809937;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1255,550049;NaN;639,6890259;NaN;NaN;433,7179871;NaN;NaN;915,1259766;NaN;NaN;NaN;NaN;NaN;890,197998;864,0809937;1666,589966;NaN;NaN;NaN;NaN;NaN;NaN;979,0289917;919,7449951;1439,699951;2635,909912;1522,72998;2846,340088;1175,949951;NaN;1046,449951;1244,400024;2344,179932;2129,959961;1471,560059;1885,780029;1034,97998;1652,76001;1499,47998;2813,350098;NaN;745,7550049;714,0120239;1504,140015;1168,069946;842,3389893;1232,75;1076,930054;1738,530029;1055,199951;1815,709961;1207,880005;679,9279785;1433,849976;1748,599976;1513,780029;710,8670044;1071,339966;1040,170044;825,3530273;1097,140015;NaN;416,4750061;1183,52002;P62081;RPS7
9836,290039;6063,279785;6881,189941;NaN;7007,759766;5089,149902;5458,430176;21353,5;4607,060059;7085,149902;16069,2998;7193,910156;10362,59961;3040,350098;7579,540039;5593,529785;5844,339844;4430,919922;7317,439941;6631,759766;3221,389893;5151,060059;2998,189941;4076,399902;4280,169922;5053,100098;7493,410156;5986,930176;5993,339844;8006,149902;5411,959961;4802,040039;4659,680176;5404,310059;5137,990234;5886,029785;5899,02002;7501,470215;8774,650391;7404,129883;6197,120117;8291,099609;7564,839844;11578,2998;8141,419922;6767,77002;6493,200195;8077,560059;8740,849609;NaN;5800,189941;6535,680176;7512,27002;10997,90039;7325,879883;8542,05957;6531,75;9489,700195;5914,220215;6047,549805;7901,430176;6937,959961;8763,099609;5784,709961;5600,259766;7106,77002;7693,580078;14216,7002;6589,209961;8400,849609;10966,7998;9999,650391;6777,529785;8836,900391;5954,049805;8420,389648;8910,730469;4917,009766;7976,680176;7187,930176;7194,669922;8436,099609;4490,189941;6214,220215;5715,299805;5751,47998;6772,740234;6360,049805;7509,850098;8828,030273;10347,90039;8693;P62241;RPS8
13857,59961;11405,7998;10698,2998;NaN;9241,919922;12253,7002;13515,2002;18911,30078;11669,40039;11087,7998;17841,30078;11704,40039;10896,09961;13730,5;14199,59961;13277,40039;14019,7002;14219,59961;16263;18541,59961;14930,59961;13539,7998;15416;15082,5;12992;18609,19922;14999;16088,90039;12885;10387,5;13956,59961;13709,7998;13115,59961;15596,59961;14968,90039;10452,09961;13682,09961;13607,2002;20560,59961;15202,5;12644,7998;9827,490234;15412,90039;11926,7002;15367,5;15417,40039;14782;12581,09961;10705,2998;11814,09961;11436,40039;11383;10723,7002;11801,90039;11074,40039;12670;10280,40039;10316,2002;11903,7002;11369,59961;11309,5;8513,030273;11034,59961;10899,59961;12085,2998;11355,5;12633,5;10279,09961;13605,2002;12466;11600,2002;10706,09961;12720,2002;14265,2002;13848,7998;12041,7998;11005,09961;14307,7002;15915,40039;14580,90039;13402,40039;14905,40039;15412,09961;13732,59961;11893;12760,90039;11946,09961;12932,7998;10694,2002;11215,90039;15292,59961;13970,2002;P08865;RPSA
3128,909912;NaN;NaN;NaN;NaN;6844,220215;4139,620117;7798,149902;NaN;NaN;4193,339844;NaN;2490,100098;NaN;3244,679932;3105,77002;3487,189941;10331,09961;4373,959961;9418,540039;4591,759766;2408,23999;4275,740234;3011,389893;3362,050049;3318,75;3962,649902;4938,490234;NaN;2317,459961;3360,870117;3493,110107;3262,040039;1847,530029;3192,959961;2239,72998;4456,5;NaN;3621,22998;4502,080078;NaN;4516,629883;3064,159912;2262,709961;NaN;2755,580078;4112,069824;3191,580078;3915,780029;2043,579956;NaN;2800,159912;4148,77002;4864,970215;3317,419922;6517,819824;3638,840088;3637,560059;3189,300049;3429,580078;4949,009766;2725,620117;5100,72998;3304,149902;NaN;NaN;NaN;4082,280029;4102,959961;NaN;3494,919922;2118,209961;3238,48999;3335,340088;17509,80078;24541,30078;3557,560059;1196,420044;7969,97998;10547,90039;4815,879883;3504,860107;5683,839844;5770,299805;3805,820068;7628,359863;3938,77002;2850,290039;2913,090088;NaN;8731,849609;10136,7998;P55042;RRAD
1747,630005;4677,450195;4275,560059;NaN;6826,160156;5348,169922;4622,169922;5308,279785;NaN;3436,070068;5723,819824;5718,72998;3748,629883;6039,169922;4610,879883;5782,790039;3557,699951;5915,459961;4481,339844;6710,839844;6910,220215;4030,659912;3930,27002;5883,799805;4688,97998;6716,140137;3868,620117;10524,7002;3310,459961;4335,600098;2526,780029;7986,149902;4194,339844;7362,189941;4993,740234;6335,049805;4122,370117;5342,580078;3095,919922;6441,27002;3421,370117;4342,350098;4693,819824;4427,990234;3438,780029;6056,240234;5989,709961;6456,180176;2338,360107;4109,060059;6848,970215;7362,640137;4127,279785;4903,359863;4369,200195;5365,640137;3573,110107;6146,189941;4497,140137;5235,109863;4980,129883;8291,139648;4628,689941;4959,290039;4183,339844;5857,419922;2983,01001;5946,649902;4647,200195;5425,5;3913,01001;4942,310059;2520,649902;5866,02002;3788,879883;9464,730469;3772,419922;5537,549805;4661,299805;6029,569824;6544,810059;10684;4842,160156;9949,549805;4866,149902;6457,129883;3953,48999;5844,660156;5243,279785;5552,120117;5108,259766;6521,879883;P10301;RRAS
863,7800293;NaN;1200,640015;NaN;1199,75;1861,72998;869,4320068;5333,439941;NaN;NaN;2630,320068;1055,859985;3239,72998;NaN;NaN;1238,829956;789,4219971;1618,530029;2476,870117;2276,280029;1327,199951;NaN;933,4569702;NaN;NaN;1444,349976;NaN;1296,089966;NaN;NaN;NaN;NaN;920,9680176;NaN;977,1480103;NaN;NaN;2652,290039;1751,339966;1114,630005;NaN;954,6989746;543,3250122;NaN;1417,890015;NaN;1123,77002;2148,72998;3148,399902;NaN;NaN;NaN;790,2550049;1272,400024;1453,689941;NaN;724,9470215;NaN;NaN;NaN;961,0599976;NaN;NaN;NaN;NaN;NaN;NaN;2734,310059;NaN;823,757019;NaN;NaN;923,3969727;NaN;856,6400146;1277,089966;NaN;NaN;1278,560059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;942,9710083;NaN;NaN;NaN;NaN;NaN;Q9P2E9;RRBP1
