s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
3968,659912;3787,669922;4312,180176;NaN;NaN;3920,040039;3891,600098;4245,629883;3312,100098;3812,969971;5735,169922;4886,910156;2957,050049;4196,419922;4503,160156;4504,189941;4126,970215;3141,830078;3744,899902;5720,109863;2679,639893;4549,129883;3141,159912;3899,330078;3111,820068;3623,850098;3003,679932;3631,939941;2941,350098;3581,050049;2601,820068;4013,330078;2738,76001;4827,640137;2751,830078;3719,850098;4282,669922;3490,22998;4128,069824;3777,570068;4091,98999;4464,02002;3354,280029;3919,330078;2830,149902;3938,550049;3267,98999;3153,439941;3404,350098;3286,300049;2946,810059;4290,330078;4427,189941;3088,949951;3838,199951;4299,799805;2910,689941;3883,889893;3086,560059;4674,540039;3600,25;5490,620117;3605,52002;4710,419922;3349,310059;4850,439941;3368,189941;4860,299805;2281,090088;5273,240234;3513,290039;4670,669922;3512,610107;5754,669922;3436,679932;5423,609863;3270,959961;5347,209961;3183,97998;3988,050049;3127,689941;4940,430176;4021,870117;5537,240234;2078,919922;4667,839844;3414,649902;4323,589844;3237,280029;3225,689941;4219,120117;5262,859863;O43639;NCK2
NaN;442,6260071;412,0549927;NaN;355,1650085;442,1520081;610,289978;926,3569946;NaN;NaN;1403,48999;NaN;NaN;NaN;NaN;NaN;NaN;NaN;382,8760071;917,322998;NaN;NaN;NaN;NaN;419,6380005;1621,150024;741,0180054;NaN;NaN;NaN;NaN;468,54599;346,8059998;NaN;NaN;353,6610107;398,651001;NaN;1688,910034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;209,9669952;NaN;301,9370117;NaN;NaN;NaN;NaN;NaN;311,6489868;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;665,776001;NaN;NaN;NaN;NaN;646,559021;NaN;NaN;456,8280029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;368,2579956;NaN;NaN;NaN;NaN;NaN;272,2109985;NaN;NaN;Q9Y2A7;NCKAP1
26621,40039;24158,80078;22217;834077;15571,59961;23427,19922;24192,19922;45433,39844;20332,40039;19166,09961;33438,60156;24484,09961;19908,19922;25760,69922;23495,90039;24826,59961;23557,69922;29075,80078;29720,40039;36466,60156;24292,90039;23476,30078;21175,59961;18932,69922;21456,5;29723,5;30442;27520,5;18716,09961;21321,09961;22334,40039;22580,80078;18252,59961;22455;19137,69922;23537,5;21714;32229,69922;31205,40039;24721,59961;24278,80078;24315,59961;17862,80078;23522,5;37327,19922;32565,80078;34151,69922;26289,80078;21751,69922;18397,5;25416,90039;27390,40039;28587,30078;28345,40039;30137,59961;22345,90039;25041,80078;21315,59961;25390,80078;24079,40039;30780,30078;28429,59961;26840,90039;28827,30078;24481,59961;24140,40039;20320,5;19734,80078;23432,30078;25327,59961;25371,5;22576,59961;29183,90039;31990,09961;45945,10156;42376,10156;26476,09961;29257,09961;42755,60156;32921,60156;28436,80078;28596,90039;24413,80078;24747;25688;22753,5;24650,40039;23373,30078;21032,40039;23662,30078;42639,30078;33494,80078;P19338;NCL
1132,459961;NaN;NaN;NaN;NaN;1155,579956;NaN;2585,77002;741,7680054;NaN;3582,439941;1498,339966;NaN;NaN;NaN;NaN;830,5570068;1528,209961;1824,780029;1919,219971;NaN;NaN;NaN;NaN;649,4130249;2624,47998;1201,089966;1379,76001;977,1049805;NaN;1181,280029;916,5419922;979,1530151;NaN;995,3859863;724,0830078;NaN;3127,320068;4747,040039;NaN;1373,410034;NaN;NaN;2372,169922;875,8759766;2142,820068;NaN;2487,280029;NaN;NaN;1606,400024;2180,860107;1061,390015;NaN;1060,609985;NaN;NaN;NaN;1016,460022;1094,680054;NaN;1727,150024;842,2509766;NaN;1128,23999;NaN;NaN;4209,370117;NaN;593,3029785;783,3499756;NaN;1967,150024;1626,180054;606,1879883;NaN;NaN;NaN;822,1640015;506,2200012;1494,73999;1880,369995;1224,140015;2282,659912;859,9829712;NaN;1197,689941;NaN;2167,409912;NaN;1020,159973;1458,790039;Q92597;NDRG1
27708,40039;34691,89844;37761,10156;NaN;39133,39844;37768;45425,80078;41642,89844;30445,40039;36175,30078;30382,40039;36615,30078;28419,09961;36079,60156;29281,90039;35736,60156;25849,5;38031,69922;21758,59961;26506;31336,09961;36198,10156;28093,69922;38444,10156;34347,10156;43422,39844;46911,10156;33640,30078;27745,40039;31889,59961;39257,5;33043,89844;29222,90039;31950,30078;31452,90039;39219,60156;34318,80078;36298,80078;34237,69922;37513,5;32396,30078;29638,80078;32399;37594,5;33631,80078;42210,60156;28033,80078;31610,09961;31881;35781,60156;43053,89844;40079,30078;35626,30078;43203,30078;38236;40889,89844;30981,30078;37268;30324;32534,59961;29955,59961;33683,69922;31150,80078;40961,80078;30443,19922;39993,10156;35676,30078;33416,60156;32113,80078;43326,60156;44796;37570,60156;39001,30078;53652,19922;41328,30078;34005,89844;38407,30078;38514,19922;40562;43445,10156;30050;43147,60156;31339;32027,09961;33375,30078;33389;37037,19922;30671,30078;26938,09961;28834,19922;21045,19922;35305,10156;Q9UN36;NDRG2
NaN;NaN;NaN;NaN;4895,47998;NaN;NaN;NaN;6549,649902;NaN;9168,55957;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2858,389893;1391,319946;1441,050049;NaN;NaN;3571,129883;NaN;NaN;NaN;2051,439941;2143,409912;4417,939941;NaN;NaN;NaN;NaN;NaN;NaN;3094;NaN;4402,810059;4918,080078;4128,509766;4850,029785;3281,629883;NaN;4074,23999;4658,97998;4133,180176;3480,449951;3945,51001;3840,52002;5186,009766;3123,709961;5987,140137;4579,709961;6081,700195;NaN;3453,360107;4075,389893;4398,049805;5059,629883;5435,410156;4550,899902;4525,549805;1816,349976;6192,700195;4721,22998;4035,52002;5084,319824;3693,850098;3904,23999;7244,140137;3171,23999;4508,240234;4010,620117;6810,589844;3328,370117;5766,600098;4803,549805;2095,129883;3150,969971;O15239;NDUFA1
115943;124452;119764;NaN;104980;95487,5;90579,70313;58617,39844;126405;73097,20313;98743,5;92999,70313;134273;124103;113599;118806;99767,70313;79620,79688;73500,29688;41476;103316;61087,39844;122650;97476,60156;148522;96219,70313;91971,10156;69607,20313;138664;121765;119541;104313;158215;106822;163165;110278;145596;106338;117023;75472,79688;118904;82229,20313;117153;100208;125754;117426;94237,20313;85217,79688;145348;80934,10156;128044;75126,5;126179;67001,20313;134574;52750,60156;125703;90632,5;134230;98244,29688;101851;72961,39844;98750,5;71124,5;117124;87440;118860;60095,30078;143411;113189;128793;87007,70313;99545,20313;69952;57776,80078;40525,80078;118645;105067;92322,60156;100057;103631;64927,89844;103571;70911,29688;130575;113478;113210;97915,10156;118722;89802,29688;59270,5;58780,80078;O95299;NDUFA10
4072,98999;10235,2002;7801,899902;NaN;7719,259766;12915,2002;8897,120117;7223,509766;17513;8102,910156;9311,549805;9706,679688;7727,700195;10100,09961;9474,150391;13503,7998;9615,709961;9538,650391;8155,649902;4600,850098;14781,09961;7279,040039;13469,2998;8494,330078;13673,40039;9843,730469;8617,700195;16274,90039;14074,2002;13519,40039;11092,09961;17491,19922;15540,09961;2020,069946;13335,90039;6375,910156;17660,40039;17058,5;10399,5;19943,59961;4052,320068;3829,939941;5907,259766;2177,439941;2842,280029;3974,459961;5705,540039;4872,850098;3258,350098;NaN;8149,459961;4122,870117;2460,449951;NaN;4040,929932;NaN;4113,859863;3922,370117;6111,890137;3413,439941;1761,869995;NaN;2324,040039;NaN;4830,470215;NaN;3423,379883;2181,350098;9349,349609;4792,439941;9237,259766;NaN;14043,7002;4555,359863;8794,759766;4355,080078;3431,570068;2621,709961;2141,25;2787,300049;7162,560059;NaN;1761,069946;1318,189941;11011,59961;4774,939941;9581,099609;6370,080078;6176,330078;2158,590088;2383,800049;NaN;Q86Y39;NDUFA11
11830,90039;12434,7998;11726,7002;NaN;10047,7002;7465,25;10477,7002;7016,600098;9973,120117;4637,959961;8624,790039;7430,189941;13999,7998;8700,849609;10437,40039;12355,7998;9918,709961;6079,720215;5700,47998;4805,040039;7767,560059;7315,919922;8474,179688;6722,169922;15604,09961;9352,820313;9552,740234;6254,680176;13019,7998;11199,2002;10983,40039;8419,009766;17489,09961;9761,209961;13446;10156,7002;13751,2998;11553,5;11744,90039;8758,419922;18157,69922;10547,59961;12458,90039;9629,629883;10470,7002;9563,349609;7960,850098;8138,759766;15704,09961;10931,2002;13519,59961;9092,580078;19782,40039;9240,410156;18389,09961;8073,709961;14156,7998;11105,40039;14514,5;12539,7998;14342,5;9930,839844;12783,5;10420,59961;13856,2002;10054,7002;17564,30078;6172,390137;10949,2002;10970,7002;13088,5;8916,599609;7882,899902;7058,279785;7753,319824;5168,140137;19032,09961;12312;15434,59961;11359,5;11884,40039;8953,879883;16104,2002;10791,40039;13040;11818,59961;13368,5;9221,629883;17010,69922;8779,599609;9487,540039;6789,660156;Q9UI09;NDUFA12
52783,80078;61750,5;58410,69922;NaN;58315,39844;51834,60156;42924,30078;30132,90039;66125,39844;38199;46716,60156;47328,39844;59511,19922;59942,19922;50489,89844;58013,5;52847,60156;47508,19922;41070,60156;23878,90039;55963,80078;43266,89844;46980;41321,69922;65713,39844;51890,80078;59255;46589,60156;83432,39844;65920,79688;63538,30078;54363,60156;81498,79688;45916,89844;68669,70313;63031;69906,60156;62356,30078;58508,10156;46192,5;62071,60156;50858,69922;77767,20313;45692,89844;45276,39844;57333,60156;48647,60156;41949,39844;70410,10156;41411,10156;78451,60156;48119,60156;56867,19922;24297,09961;58265,60156;26984,80078;74758,79688;48040,69922;77134,70313;60593,89844;41624,60156;37680,5;56529,30078;45721,19922;66175,29688;48212,30078;69482,79688;27022,59961;65161,19922;71454,39844;71198,10156;46315,30078;75258,29688;42151,60156;52462,60156;25130,40039;59066,30078;51233;44996,19922;43875,60156;51152;33103,5;49727,89844;30469,19922;77045,89844;63543,10156;81605;58599,60156;81509,79688;68234,39844;29549,30078;32259;Q9P0J0;NDUFA13
60953,39844;50777,69922;38358,60156;NaN;52321,10156;89545,60156;43194,69922;39256,39844;94685,79688;42075,60156;50999,80078;38257,69922;70191,70313;95554,89844;58571,19922;54344,39844;54522,5;54178,80078;46337,60156;31771,59961;68231,29688;65682;71022,70313;59912,5;73002,39844;42171,69922;40967;43352,30078;77453,10156;49145;60361,39844;46389;81814,79688;57142,89844;100450;60176,5;90703,70313;42709,89844;60351;44914,69922;95737,89844;56554,39844;77834,79688;54977,10156;76094;59435,5;60074,89844;59122,30078;67513,60156;87863,20313;72171,60156;37401,30078;58367,19922;37250;80526,29688;33902,5;84592,29688;47147,80078;61073,80078;47467,69922;63102;49336,60156;56788,80078;52711,39844;68428,39844;49268,30078;71287,20313;30376,19922;89813,39844;91016,10156;80011,10156;52443,69922;81480,39844;32405,90039;50349,5;25979,40039;83560;83478,60156;74984,60156;64325,39844;52742;31643,40039;75622,79688;50583,89844;99293,20313;71074,79688;104684;78751,10156;75844,10156;57936,60156;99255,70313;32109,30078;O43678;NDUFA2
25072,19922;34927,30078;33345,39844;NaN;29113,80078;26891,5;24718,30078;15880,2998;31437,30078;NaN;23255,40039;26855,69922;29339,09961;34088,89844;30892,80078;36273,80078;25154,5;32637,09961;17160,40039;19337,69922;31016,69922;29871,09961;34461,80078;24866,80078;43035,5;28017,90039;23115,5;25044,90039;37633,60156;35090;32229,40039;36503,80078;43431,60156;32142;37312,80078;29524,80078;47829,10156;32684,5;31657,30078;30966,09961;26386,09961;26458,59961;29042,5;28097,59961;33328,39844;34847,89844;27796,5;26945,59961;34632,10156;33847,5;36217,69922;22294,30078;25487,30078;13288,2998;30182,59961;12252,7998;28839,90039;23995,09961;34227,30078;31526,40039;17027,5;15472;25878,80078;19503,40039;31468,30078;24397,5;29845,90039;10278,59961;33315,80078;30526,59961;33331,60156;23665,40039;29547,5;19968,69922;19616,59961;12560,5;26248,90039;24961,59961;24159,80078;21323,30078;25652,30078;16292,09961;23610,09961;16832,5;33758,10156;31761,30078;30407,30078;27473,59961;32100,80078;25364,59961;19274,19922;13386,09961;O95167;NDUFA3
202003;174271;186399;259859;54517,5;208197;244086;156705;288759;114571;191998;176162;176448;184842;229853;198925;239563;173822;114350;98981,60156;236367;196379;260406;179917;276978;164841;131616;153844;264340;208171;233772;235288;326755;234301;330418;173961;285134;162553;200038;151653;250786;153841;193109;180451;224595;208139;252094;189202;222300;187229;184149;87685,20313;150858;95152,39844;200745;75448,60156;180158;139392;307887;184810;149218;92698,39844;120596;72608,70313;202409;94132,39844;198945;48466,60156;255070;159922;176647;113927;161535;98363,29688;156970;67280,60156;191315;154173;270956;159274;193074;90946,20313;249465;119027;240014;193180;188248;189373;181529;129378;214635;76171,10156;O00483;NDUFA4
29040,30078;36977,19922;40644,80078;NaN;46930;27770;34460,69922;17575,5;38614,39844;22610,90039;30632;27526;44780,10156;35291,60156;33844,89844;41761;31683,80078;25539;20617,40039;15508,09961;26701,69922;25661,5;36686,69922;29064;45907,89844;30867,90039;29083,09961;20063,5;36100,30078;38545,60156;39588,30078;31675,90039;56470,89844;26933,30078;41004,39844;32881,39844;43882,39844;40597,39844;37039,30078;30652,30078;53966;34462,39844;49515,5;36806,19922;48742,60156;36221,5;33238,89844;29731,59961;48882;29694,5;58232,80078;37128,19922;51733,19922;35367,89844;52314,39844;24808,80078;51579,80078;43771,80078;44961,10156;36134,39844;44328,69922;31777,90039;37720,39844;29163;43716,19922;32563,5;44241,60156;23164,90039;50669;46883,10156;44313,60156;42443,30078;39099,30078;23912,69922;26670,30078;11911,7998;54428;43807,10156;44223,10156;41884,89844;31825,80078;25010,59961;41639,80078;28379,5;50502,39844;43327,10156;53030,10156;40143,10156;46312,19922;31275,09961;16152,40039;24517;Q16718;NDUFA5
32142,30078;38508,60156;39582,30078;NaN;57934,80078;37520,69922;40746,19922;27700;52019,10156;27171,90039;32928,39844;40212,60156;60479,5;52242,5;53399,30078;60147,89844;43614,30078;31270,90039;25378,59961;16218,09961;46022,39844;28139,19922;46873,10156;43556,89844;61173;42942,30078;38673,60156;28888,80078;64683,60156;57347,69922;65611,70313;49307,30078;80533,20313;54886,60156;60693,60156;42500,19922;72797,60156;41110,19922;54897,89844;38091,19922;64299,19922;34504,80078;54068,60156;41993,5;49098,30078;52266,69922;46500,69922;41127;69849,60156;46246,10156;66942,79688;31374,90039;66024;29704,69922;71970,39844;23982,40039;66502,5;41551,80078;65806;44794,60156;48416,89844;18452,5;45068,60156;28625,90039;63337,69922;39456,69922;58234;21208,40039;67255,5;50546,60156;59826,80078;40629,10156;46116,30078;35235,19922;32769,89844;19122,69922;73947,39844;59356,39844;62670,30078;53754,19922;53187,19922;36752,80078;60914,89844;35270,5;61552;47880,80078;71665;46927,30078;69619,10156;50199,80078;33991,5;30468,19922;P56556;NDUFA6
37498,39844;45840;43820,69922;NaN;51247,5;45922,60156;43142,5;27680,19922;46176,10156;21933,40039;35300,10156;25680,69922;52995,80078;47277,60156;46798,89844;58829;35239,10156;32258,80078;24062,59961;18799,80078;35359;35852,80078;42866;37434;58346,89844;39787,69922;35115,39844;30825,5;54495,69922;43271,10156;53009,69922;43512,10156;67085,10156;51673,19922;67323,60156;45047,5;61647,89844;39178,30078;55958,30078;43242,60156;79778;42824,19922;59415,60156;48103;55950,60156;56000,60156;48970,5;46546,89844;61650,39844;51954,39844;67887,20313;48216,80078;67736,89844;49179,60156;77444,10156;35506,10156;69516,5;42854;66508;52274,89844;65438,30078;37935,60156;53248,5;30392,90039;57659,60156;47174,60156;68783,79688;24426,59961;58816,60156;55089,30078;58707,60156;47590,30078;49019,89844;31396,80078;34255,30078;19244,59961;69694,89844;54115;60738,80078;45283;46053,19922;34699,39844;69852,60156;37100;66914,70313;57752,5;61103;47915,60156;58716,30078;46854,80078;33150,69922;32745,40039;O95182;NDUFA7
185820;189102;206042;NaN;218934;150130;157189;81270,89844;247852;111338;161311;117111;237577;219491;174271;259381;165992;168056;105071;74358,29688;172950;136362;225782;171662;240642;167100;140970;101228;228290;183809;222322;170159;247495;172005;269139;178821;250990;203168;161687;149511;218510;158914;188258;182883;274758;241369;196726;151807;300401;182232;250327;171218;224288;181021;277724;169734;254904;210106;235301;201757;231193;182789;206607;154075;242864;190295;231690;108708;331785;234286;252577;214073;192206;132985;100042;76664,89844;295040;266517;242269;238725;160277;153962;252640;158484;256469;233658;209051;210370;277653;175354;85776,20313;117433;P51970;NDUFA8
54397;59773,5;50311,19922;NaN;65432;49215;42896,89844;23122,69922;67636,79688;36225,69922;50907,10156;46903,80078;75599,29688;49945,10156;57957;45050,30078;57151,5;41038,69922;42238;22471,69922;52045,80078;30797,80078;57383,89844;43223,39844;65023,19922;40441,10156;56262,5;37095,80078;74521,10156;57103,69922;48668,19922;44131;67349,60156;52521,30078;71436,20313;46231,39844;66664;50710,19922;65170,19922;33260,39844;57506,60156;49389,69922;69276;50121,5;53149,60156;49634,80078;52976,39844;45892,10156;71947,10156;52626,69922;51076;35066,19922;60521,80078;31129;64941,80078;25215,90039;60605,10156;48078,39844;72588,79688;51291,39844;49986,89844;38723,5;62768,30078;35706,69922;65452,39844;47243,39844;79223,5;29425,80078;76674,10156;66747,70313;80958,29688;46850;69083,60156;37685,89844;40019,10156;23493,5;68596,79688;44588,5;46023,5;45320,30078;61115,39844;31897;55250,30078;35262,10156;74899,39844;56191,60156;64187,5;55504,60156;70116,29688;50423,5;40103,89844;33439;Q16795;NDUFA9
78071,29688;96605,60156;92379,29688;NaN;88030,10156;74072,29688;71985,29688;52303,39844;89639;40728,10156;58328,30078;60153;83519,20313;93503,70313;72779,39844;86859;67924,79688;68470,5;47929,69922;38761,89844;69336;59920;73293,39844;63988,5;88542,20313;71752,5;65972,70313;54605,80078;83455,10156;76565,89844;82870,39844;68179,70313;110765;65822,60156;103236;64021,80078;96829,20313;73338,20313;84145,5;60253,89844;81566,39844;54782;74818;55989,5;83591,29688;78907,60156;71674,70313;54723,60156;88892,5;55186,80078;85939,39844;50036,80078;77225,5;39127,10156;84846,60156;35584,10156;85140,39844;62634,69922;98588,79688;59194,30078;59530,60156;48456;53280,19922;42846;79145,29688;54733,30078;92688,89844;37087,30078;98134;79771,5;88406,70313;66032,20313;69414,10156;50187,10156;39919,69922;30676,69922;87597,70313;81242,39844;79061,5;86567,89844;69803,29688;49236,30078;76723,10156;42819,69922;94511,60156;87338,60156;82532,70313;69396;83535,70313;59701,89844;40180,19922;40930,69922;O14561;NDUFAB1
4403,72998;4295,629883;4255,390137;NaN;NaN;4129,899902;3684,5;3637,75;3281,590088;4102,069824;2608,159912;4081,469971;3676,639893;4396,27002;3123,469971;4364,459961;3543,530029;2481,169922;2083,679932;3430,870117;6466,490234;3020,889893;NaN;3818,330078;4466,419922;3728,439941;4322,52002;3800,47998;5109,450195;4583,890137;4696,580078;4111,109863;4175,149902;5162,859863;3173,860107;3698,97998;4462,580078;2954,25;3394,330078;3980,800049;3862,790039;2982,939941;4040,5;4325,049805;3364,52002;4409,439941;3602,899902;4182,77002;5773,640137;4122,330078;5179,850098;2445,830078;5601,560059;4135,089844;5331;4581,299805;5295,330078;6253,959961;5453,189941;3706,97998;5722,549805;2792,060059;4315,899902;2807,699951;3874,22998;2464,590088;6256,629883;3454,590088;4922,209961;3450,26001;3319,590088;3888,879883;NaN;2319,179932;3377,159912;3480,919922;5699,029785;2504,76001;4526,149902;4494,419922;3150,189941;2402,98999;4940,97998;3770,72998;3955,580078;5168,990234;4847,819824;3266,419922;4665,100098;3283,399902;5587,350098;3144,560059;Q8N183;NDUFAF2
581,7260132;1405,48999;1206,27002;NaN;1088,97998;1769,209961;782,7579956;1391,030029;1467,849976;1066,810059;NaN;806,1660156;1481,099976;500,6860046;1296,599976;1315,73999;905,6879883;1046,569946;1161,459961;971,4699707;905,0999756;1209,369995;1165,959961;1246,26001;807,3720093;844,8480225;1770,209961;1699,560059;1587,890015;1832,920044;1568,540039;1028,819946;971,6459961;1779,939941;1125,630005;1062,589966;2424,810059;993,8469849;1315,349976;1951,920044;724,7509766;1573,359985;945,335022;948,7620239;NaN;760,835022;1281,699951;1317,390015;1502,790039;1272,640015;1516,73999;1449,01001;1436,25;721,5449829;1316,689941;NaN;1051,790039;1060,930054;1273,569946;NaN;1465,530029;1204,459961;1126,829956;1069;1173,930054;991,2130127;1435,790039;NaN;1493,329956;2374,939941;965,960022;1084,390015;982,0789795;1289,459961;727,4899902;557,7630005;905,7039795;974,9699707;676,2680054;1045,550049;1122,609985;1353,420044;1175,660034;1095,560059;1323,640015;1652,030029;2171,399902;NaN;1939,390015;1163,97998;1075,709961;1406,630005;Q9BU61;NDUFAF3
1386,880005;2128,550049;2340,120117;NaN;3283,899902;1734,959961;2080,629883;1816,430054;2179,320068;NaN;1591,98999;1905,780029;2268,090088;2361,310059;2333,969971;2079,870117;1443,420044;2026,880005;1329,719971;1922,969971;1285,060059;2144,72998;2976,060059;2609,209961;2498,169922;1962,469971;2181,01001;2328,699951;2312,580078;2206,040039;2423,340088;2749,340088;1991,709961;2352,800049;2472,949951;2413,790039;3107,350098;2381,22998;1587,630005;1668,300049;1791,560059;1283,930054;1881,569946;2004,5;2568,310059;1972,5;1706,25;1551,76001;2922,300049;2701,129883;2830,199951;2670,889893;2707,209961;2102,530029;2525,419922;2223,350098;2327,949951;2088,540039;2082,030029;1939,23999;2181,310059;2227,719971;2222,73999;1605,650024;2171,449951;1993,660034;2363,219971;1372,670044;3448,929932;3257;2387,669922;2869,52002;1483,469971;1866,079956;1210,099976;1579,439941;2654,919922;2249,679932;1864,630005;2003,26001;2878,679932;2891,580078;3420,570068;2198,050049;2651,51001;2688,75;2528,639893;2118,75;2818,219971;2549,129883;1382,73999;1728,050049;Q9P032;NDUFAF4
3170,409912;3767,02002;3824,120117;NaN;4987,069824;2114,139893;2608,030029;1788,829956;2575,860107;2463,639893;2501,560059;2056,580078;3986,449951;3084,639893;2634,290039;2714,209961;2412,120117;1664,51001;2055,070068;1581,540039;1782,119995;2305,320068;3448,429932;2351,419922;4737,819824;3576,52002;2724,620117;3314,129883;2994,219971;4128,899902;2897,429932;3602,449951;4094,72998;4062,100098;3355,949951;3567,98999;3044,22998;2290,72998;2698,159912;2174,550049;3337,459961;3545,429932;2326,050049;3247,810059;2948,780029;2849,439941;2613,550049;3523,370117;3559,280029;3771,48999;4762,180176;3300,860107;3253,76001;3098,22998;2273,780029;2396,75;5014,25;3320,949951;3296,550049;2812,540039;2574,52002;3651,449951;2637,209961;2520,51001;3243,48999;2845,780029;2432,350098;1912,310059;2689,159912;3234,070068;3291,560059;2729,959961;2700,850098;2668,350098;1198,5;NaN;2287,120117;3619,909912;1622,099976;1943,829956;2293,639893;2081,649902;3066,25;2422,02002;1913,400024;4123,390137;4467,609863;1119,310059;2502,110107;3729,209961;937,9000244;2366,929932;Q5TEU4;NDUFAF5
1927,829956;4877,180176;3770,949951;NaN;4595,540039;3000,76001;4375,060059;2667,090088;3449,179932;2987,209961;3377,72998;NaN;3980,469971;2882,570068;3801,699951;4087,080078;1988,949951;NaN;NaN;NaN;2938,909912;3640,820068;3210,080078;3213,199951;3406,399902;4033,22998;2795,159912;2595,939941;3164,159912;2671,570068;2632,560059;2603,600098;5067,399902;3730,719971;3789,590088;4359,040039;3514,280029;4739,439941;3411,060059;4951,379883;3600,199951;4890,450195;2442,709961;3083,52002;5061,959961;3331,129883;2340,98999;2881,340088;4086,949951;NaN;5389,549805;3480,580078;5431,109863;3909,97998;4823,279785;5184,459961;7993,899902;4621,890137;5975,709961;4443,990234;5593,839844;4670,740234;4319,180176;2525,560059;5150,870117;3222,790039;4947,450195;2004,780029;2812,26001;4962,52002;4357,430176;4510,140137;5095,540039;4618,27002;3575,379883;3235,830078;5099,899902;4377,669922;4497,720215;5248,529785;4662,75;3811,080078;5493,529785;4097,600098;4062,560059;4197,779785;4328,600098;3948,199951;5431,890137;4314,129883;NaN;3214,73999;Q330K2;NDUFAF6
15980,5;23863,90039;16804,80078;NaN;14479,2998;31015,09961;19856;18961,59961;24583,80078;19951,09961;21281,5;23015,5;33759,80078;35699,80078;32245;27734,69922;31601,19922;29904,40039;19146,90039;16619,30078;29686,5;27217,69922;27301,5;27069,30078;35542,39844;20455,59961;20924,69922;20457;34689,69922;24109,40039;25002,19922;22268,19922;36652,39844;27183,40039;38627,19922;19007,80078;38550,39844;20075,59961;30350,19922;20885,59961;27904,80078;17844,40039;28937,30078;17939;30653,40039;31328,69922;28173,59961;21589,90039;26436,80078;25116,90039;22110,80078;14871,90039;16230,7998;13969,7998;22080;11121,2998;21401;9140,599609;30480,69922;22353,5;11858,09961;16197;14975,59961;12069,59961;24043,09961;12415,5;19023,5;5402,25;32208,19922;16547,09961;19558,40039;13533,09961;23007,90039;10000,5;21262,5;6827,089844;10782,90039;11041;20248,30078;10080;27702,59961;6403,839844;25681,5;7651;30365,90039;17944,59961;19049,59961;17112;14340,2998;9994,400391;25410;5942,549805;O75438;NDUFB1
43543,69922;48590,80078;40840,60156;NaN;27728,69922;42444,19922;32558,40039;26595,90039;51606,89844;34090,69922;42993;40179,5;54840,5;55718,30078;49104,60156;47685,5;49146,39844;43582,5;37407,10156;24671,69922;47821,5;38513,10156;46392,60156;41988,39844;59112,80078;41131,10156;44119,39844;36999,30078;63170;58043,80078;52687,39844;49845,80078;64385,80078;47083,10156;66758,70313;43533,89844;60852,89844;49765,60156;54230,89844;38379,19922;55973,89844;45740,89844;62314,60156;45442,19922;45759,5;52104,39844;41632,10156;40786,39844;52526,69922;37147,69922;52129,60156;38940,10156;52521,69922;33264,39844;58040,69922;23907,40039;44902,30078;39791,60156;59062,30078;45388,19922;33567;26875,40039;43922,10156;31539,59961;48866,80078;36659,89844;59326,19922;21265,30078;56491;59712,10156;56752,10156;33879,5;50521,39844;28440,80078;36997;17266;51245,30078;44410,89844;45144,30078;48843,5;45908,30078;26960,5;51442,69922;32328,90039;66320,5;50640,5;56163;47907,89844;47588,60156;34718,39844;26917,5;26877,19922;O96000;NDUFB10
26456,80078;14299,2002;19392,19922;NaN;6419,089844;28539,5;20407,5;12628;31825,90039;23551,90039;24208,59961;24848,09961;40488;17577,30078;30625,30078;25156,09961;34737,80078;28580,09961;24667,19922;16648;26584,09961;21402,59961;32993,30078;16638,5;43029,80078;17051,69922;25609,30078;18470;37361,89844;23730,5;30132,59961;23114;37986,39844;20524,30078;41172,69922;16038;40337;16485,90039;27569,80078;18072,40039;25353,09961;13163,09961;26576;15951,09961;29982,30078;26543,40039;26947,80078;17746,90039;36416;27016;24333,90039;6868,140137;18234,80078;7436,930176;25859,19922;5338,5;28634,69922;15910,59961;32422,19922;19765,80078;17769,19922;5987,149902;27097,30078;14184,2998;31248,80078;15138,7998;26790,69922;8414,709961;40372;22863,30078;36859,10156;16641;24560,19922;17534,90039;20808,5;8356,469727;27681,59961;16683,90039;24474,30078;17258,69922;25845,19922;9337,55957;22814,80078;13741,09961;35273,39844;24350,5;27414,30078;18690,09961;27772;18071,69922;19555,69922;8166,430176;Q9NX14;NDUFB11
